Block,Light (u mol photons m/s/),Diuron (ug/L),Time (hours),Replicate,Pseudo-replicate,F,Fm,Y(II),Average Y (controls),Photosynthetic inhibition (%),Average photosynthetic inhibition (%)
2,20,0.33,0,1,2,0.0093,0.0184,0.494565217,NA,0,NA
2,20,0.33,0.3,1,1,0.0145,0.0294,0.506802721,NA,0.07,0.06
2,20,0.33,0.3,1,2,0.01302,0.02688,0.515625,NA,0.06,NA
2,20,0.33,2,1,1,0.02218,0.0487,0.544558522,NA,0.09,0.08
2,20,0.33,2,1,2,0.0214,0.0482,0.556016598,NA,0.07,NA
2,20,0.33,24,1,1,0.0517,0.10166,0.491442062,NA,0.11,0.11
2,20,0.33,24,1,2,0.044,0.08568,0.486461251,NA,0.12,NA
2,20,0.33,48,1,1,0.05156,0.08316,0.37999038,NA,0.05,0.06
2,20,0.33,48,1,2,0.04304,0.06844,0.371127995,NA,0.07,NA
2,20,0.33,72,1,1,0.07756,0.12844,0.396138275,NA,0,-0.01
2,20,0.33,72,1,2,0.06698,0.11196,0.401750625,NA,-0.01,NA
2,20,0.11,0,1,1,0.0131,0.02758,0.525018129,NA,-0.06,0
2,20,0.11,0,1,2,0.0081,0.0151,0.463576159,NA,0.06,NA
2,20,0.11,0.3,1,1,0.016,0.0346,0.537572254,NA,0.02,0.05
2,20,0.11,0.3,1,2,0.01,0.02,0.5,NA,0.09,NA
2,20,0.11,2,1,1,0.02168,0.0496,0.562903226,NA,0.06,0.05
2,20,0.11,2,1,2,0.0185,0.04362,0.575882623,NA,0.04,NA
2,20,0.11,24,1,1,0.0607,0.11754,0.483580058,NA,0.12,0.13
2,20,0.11,24,1,2,0.0317,0.0601,0.472545757,NA,0.14,NA
2,20,0.11,48,1,1,0.07028,0.11548,0.391409768,NA,0.02,0.04
2,20,0.11,48,1,2,0.03352,0.05424,0.3820059,NA,0.05,NA
2,20,0.11,72,1,1,0.08598,0.14186,0.393909488,NA,0.01,0.01
2,20,0.11,72,1,2,0.04822,0.07932,0.392082703,NA,0.01,NA
2,5,Control,0,1,1,0.0098,0.0209,0.531100478,0.527184745,-0.01,0
2,5,Control,0,1,2,0.0084,0.01762,0.523269012,NA,0.01,NA
2,5,Control,0.3,1,1,0.0116,0.0259,0.552123552,0.54226548,-0.02,0
2,5,Control,0.3,1,2,0.0101,0.0216,0.532407407,NA,0.02,NA
2,5,Control,2,1,1,0.0192,0.0458,0.580786026,0.577360432,-0.01,0
2,5,Control,2,1,2,0.017,0.0399,0.573934837,NA,0.01,NA
2,5,Control,24,1,1,0.02302,0.0539,0.572912801,0.560398494,-0.02,0
2,5,Control,24,1,2,0.0203,0.0449,0.547884187,NA,0.02,NA
2,5,Control,48,1,1,0.0314,0.0695,0.548201439,0.53727651,-0.02,0
2,5,Control,48,1,2,0.02786,0.05882,0.526351581,NA,0.02,NA
2,5,Control,72,1,1,0.0598,0.139,0.569784173,0.564172969,-0.01,0
2,5,Control,72,1,2,0.0496,0.11236,0.558561766,NA,0.01,NA
2,5,MeOH,0,1,1,0.0098,0.02218,0.558160505,NA,-0.06,-0.03
2,5,MeOH,0,1,2,0.0108,0.0231,0.532467532,NA,-0.01,NA
2,5,MeOH,0.3,1,1,0.0116,0.0259,0.552123552,NA,-0.02,-0.01
2,5,MeOH,0.3,1,2,0.01216,0.0269,0.54795539,NA,-0.01,NA
2,5,MeOH,2,1,1,0.0208,0.0494,0.578947368,NA,0,0
2,5,MeOH,2,1,2,0.0181,0.04274,0.576509125,NA,0,NA
2,5,MeOH,24,1,1,0.0284,0.06716,0.577129244,NA,-0.03,-0.03
2,5,MeOH,24,1,2,0.029,0.06812,0.574280681,NA,-0.02,NA
2,5,MeOH,48,1,1,0.0397,0.0894,0.555928412,NA,-0.03,-0.04
2,5,MeOH,48,1,2,0.0439,0.1,0.561,NA,-0.04,NA
2,5,MeOH,72,1,1,0.06302,0.14196,0.556072133,NA,0.01,0.01
2,5,MeOH,72,1,2,0.06638,0.1503,0.558349967,NA,0.01,NA
2,5,3,0,1,1,0.0113,0.02254,0.498669033,NA,0.05,0.07
2,5,3,0,1,2,0.0131,0.0255,0.48627451,NA,0.08,NA
2,5,3,0.3,1,1,0.0195,0.02748,0.290393013,NA,0.46,0.42
2,5,3,0.3,1,2,0.0197,0.0298,0.338926174,NA,0.37,NA
2,5,3,2,1,1,0.0273,0.041,0.334146341,NA,0.42,0.43
2,5,3,2,1,2,0.02186,0.03238,0.324891909,NA,0.44,NA
2,5,3,24,1,1,0.03264,0.05208,0.373271889,NA,0.33,0.32
2,5,3,24,1,2,0.0354,0.05842,0.394043136,NA,0.3,NA
2,5,3,48,1,1,0.042,0.07098,0.408284024,NA,0.24,0.22
2,5,3,48,1,2,0.0479,0.084,0.429761905,NA,0.2,NA
2,5,3,72,1,1,0.045,0.0796,0.434673367,NA,0.23,0.22
2,5,3,72,1,2,0.0548,0.0985,0.443654822,NA,0.21,NA
2,5,1,0,1,1,0.0106,0.021,0.495238095,NA,0.06,0.08
2,5,1,0,1,2,0.013,0.0249,0.477911647,NA,0.09,NA
2,5,1,0.3,1,1,0.0143,0.0247,0.421052632,NA,0.22,0.22
2,5,1,0.3,1,2,0.0166,0.0289,0.425605536,NA,0.22,NA
2,5,1,2,1,1,0.0232,0.0452,0.486725664,NA,0.16,0.15
2,5,1,2,1,2,0.01708,0.0339,0.496165192,NA,0.14,NA
2,5,1,24,1,1,0.0291,0.061,0.52295082,NA,0.07,0.06
2,5,1,24,1,2,0.0354,0.075,0.528,NA,0.06,NA
2,5,1,48,1,1,0.0399,0.08324,0.520663143,NA,0.03,0.03
2,5,1,48,1,2,0.0482,0.10158,0.525497145,NA,0.02,NA
2,5,1,72,1,1,0.06282,0.13336,0.528944211,NA,0.06,0.06
2,5,1,72,1,2,0.0757,0.16038,0.527996009,NA,0.06,NA
2,5,0.33,0,1,1,0.0104,0.0206,0.495145631,NA,0.06,0.09
2,5,0.33,0,1,2,0.01218,0.02254,0.459627329,NA,0.13,NA
2,5,0.33,0.3,1,1,0.013,0.0251,0.482071713,NA,0.11,0.14
2,5,0.33,0.3,1,2,0.0134,0.0242,0.446280992,NA,0.18,NA
2,5,0.33,2,1,1,0.0183,0.0404,0.547029703,NA,0.05,0.06
2,5,0.33,2,1,2,0.0143,0.0313,0.54313099,NA,0.06,NA
2,5,0.33,24,1,1,0.0288,0.06794,0.576096556,NA,-0.03,-0.03
2,5,0.33,24,1,2,0.0296,0.06998,0.577022006,NA,-0.03,NA
2,5,0.33,48,1,1,0.04244,0.09882,0.570532281,NA,-0.06,-0.07
2,5,0.33,48,1,2,0.046,0.10902,0.578059072,NA,-0.08,NA
2,5,0.33,72,1,1,0.0704,0.16578,0.575340813,NA,-0.02,-0.02
2,5,0.33,72,1,2,0.07274,0.17176,0.576502096,NA,-0.02,NA
2,5,0.11,0,1,1,0.0101,0.0207,0.512077295,NA,0.03,0.09
2,5,0.11,0,1,2,0.0111,0.0202,0.45049505,NA,0.15,NA
2,5,0.11,0.3,1,1,0.0131,0.02736,0.52119883,NA,0.04,0.08
2,5,0.11,0.3,1,2,0.0121,0.0231,0.476190476,NA,0.12,NA
2,5,0.11,2,1,1,0.0206,0.049,0.579591837,NA,0,0
2,5,0.11,2,1,2,0.015,0.035,0.571428571,NA,0.01,NA
2,5,0.11,24,1,1,0.03148,0.07746,0.593596695,NA,-0.06,-0.06
2,5,0.11,24,1,2,0.02832,0.0697,0.593687231,NA,-0.06,NA
2,5,0.11,48,1,1,0.03734,0.08978,0.584094453,NA,-0.09,-0.08
2,5,0.11,48,1,2,0.03726,0.08902,0.581442373,NA,-0.08,NA
2,5,0.11,72,1,1,0.06852,0.16884,0.594171997,NA,-0.05,-0.05
2,5,0.11,72,1,2,0.0596,0.14686,0.59417132,NA,-0.05,NA
3,80,Control,0,1,1,0.0151,0.0349,0.567335244,0.556111512,-0.02,0
3,80,Control,0,1,2,0.0146,0.03208,0.544887781,NA,0.02,NA
3,80,Control,0.3,1,1,0.01282,0.0298,0.569798658,0.547611193,-0.04,0
3,80,Control,0.3,1,2,0.014,0.0295,0.525423729,NA,0.04,NA
3,80,Control,2,1,1,0.0181,0.0415,0.563855422,0.557053339,-0.01,0
3,80,Control,2,1,2,0.0179,0.0398,0.550251256,NA,0.01,NA
3,80,Control,24,1,1,0.0449,0.06688,0.328648325,0.321514798,-0.02,0
3,80,Control,24,1,2,0.041,0.0598,0.314381271,NA,0.02,NA
3,80,Control,48,1,1,0.06282,0.10256,0.387480499,0.386430928,0,0
3,80,Control,48,1,2,0.05802,0.0944,0.385381356,NA,0,NA
3,80,Control,72,1,1,0.0749,0.12276,0.389866406,0.389961394,0,0
3,80,Control,72,1,2,0.0714,0.11706,0.390056381,NA,0,NA
3,80,MeOH,0,1,1,0.0129,0.0297,0.565656566,NA,-0.02,0.01
3,80,MeOH,0,1,2,0.01208,0.0257,0.529961089,NA,0.05,NA
3,80,MeOH,0.3,1,1,0.0141,0.0312,0.548076923,NA,0,0.02
3,80,MeOH,0.3,1,2,0.0145,0.0303,0.521452145,NA,0.05,NA
3,80,MeOH,2,1,1,0.0158,0.0352,0.551136364,NA,0.01,0.02
3,80,MeOH,2,1,2,0.0159,0.0343,0.536443149,NA,0.04,NA
3,80,MeOH,24,1,1,0.04228,0.0612,0.309150327,NA,0.04,0.06
3,80,MeOH,24,1,2,0.0407,0.05792,0.29730663,NA,0.08,NA
3,80,MeOH,48,1,1,0.0542,0.08764,0.381560931,NA,0.01,0.02
3,80,MeOH,48,1,2,0.0507,0.08168,0.379285015,NA,0.02,NA
3,80,MeOH,72,1,1,0.06708,0.1091,0.385151237,NA,0.01,0.01
3,80,MeOH,72,1,2,0.0649,0.10548,0.384717482,NA,0.01,NA
3,80,3,0,1,1,0.0128,0.0288,0.555555556,NA,0,0
3,80,3,0,1,2,0.0091,0.0207,0.560386473,NA,-0.01,NA
3,80,3,0.3,1,1,0.0217,0.0285,0.238596491,NA,0.56,0.51
3,80,3,0.3,1,2,0.0168,0.0241,0.302904564,NA,0.45,NA
3,80,3,2,1,1,0.02782,0.0361,0.229362881,NA,0.59,0.58
3,80,3,2,1,2,0.0216,0.0285,0.242105263,NA,0.57,NA
3,80,3,24,1,1,0.0547,0.0705,0.224113475,NA,0.3,0.29
3,80,3,24,1,2,0.0441,0.05748,0.232776618,NA,0.28,NA
3,80,3,48,1,1,0.0791,0.1052,0.248098859,NA,0.36,0.35
3,80,3,48,1,2,0.0588,0.07882,0.253996448,NA,0.34,NA
3,80,3,72,1,1,0.09586,0.12628,0.240893253,NA,0.38,0.37
3,80,3,72,1,2,0.076,0.10098,0.247375718,NA,0.37,NA
3,80,1,0,1,1,0.01226,0.0284,0.568309859,NA,-0.02,-0.03
3,80,1,0,1,2,0.0146,0.0341,0.571847507,NA,-0.03,NA
3,80,1,0.3,1,1,0.0182,0.0316,0.424050633,NA,0.23,0.21
3,80,1,0.3,1,2,0.0212,0.03812,0.44386149,NA,0.19,NA
3,80,1,2,1,1,0.0255,0.0411,0.379562044,NA,0.32,0.28
3,80,1,2,1,2,0.0257,0.0441,0.41723356,NA,0.25,NA
3,80,1,24,1,1,0.0432,0.0598,0.277591973,NA,0.14,0.13
3,80,1,24,1,2,0.0543,0.0758,0.283641161,NA,0.12,NA
3,80,1,48,1,1,0.0666,0.095,0.298947368,NA,0.23,0.23
3,80,1,48,1,2,0.079,0.11206,0.295020525,NA,0.24,NA
3,80,1,72,1,1,0.08342,0.1193,0.300754401,NA,0.23,0.23
3,80,1,72,1,2,0.099,0.14066,0.296175174,NA,0.24,NA
3,80,0.33,0,1,1,0.0142,0.03234,0.560915275,NA,-0.01,-0.01
3,80,0.33,0,1,2,0.0142,0.03284,0.567600487,NA,-0.02,NA
3,80,0.33,0.3,1,1,0.0152,0.0309,0.508090615,NA,0.07,0.07
3,80,0.33,0.3,1,2,0.0153,0.03148,0.513977128,NA,0.06,NA
3,80,0.33,2,1,1,0.02188,0.0432,0.493518519,NA,0.11,0.1
3,80,0.33,2,1,2,0.0204,0.0413,0.506053269,NA,0.09,NA
3,80,0.33,24,1,1,0.0452,0.066,0.315151515,NA,0.02,0.02
3,80,0.33,24,1,2,0.04,0.05822,0.312950876,NA,0.03,NA
3,80,0.33,48,1,1,0.07188,0.11616,0.381198347,NA,0.01,0.01
3,80,0.33,48,1,2,0.06802,0.1098,0.380510018,NA,0.02,NA
3,80,0.33,72,1,1,0.0852,0.1295,0.342084942,NA,0.12,0.13
3,80,0.33,72,1,2,0.08756,0.13254,0.339369247,NA,0.13,NA
3,80,0.11,0,1,1,0.0157,0.03332,0.528811525,NA,0.05,0.01
3,80,0.11,0,1,2,0.0145,0.0336,0.568452381,NA,-0.02,NA
3,80,0.11,0.3,1,1,0.01752,0.03678,0.52365416,NA,0.04,0.03
3,80,0.11,0.3,1,2,0.0159,0.0346,0.540462428,NA,0.01,NA
3,80,0.11,2,1,1,0.0204,0.04188,0.512893983,NA,0.08,0.05
3,80,0.11,2,1,2,0.0197,0.04322,0.544192503,NA,0.02,NA
3,80,0.11,24,1,1,0.0457,0.06736,0.321555819,NA,0,0
3,80,0.11,24,1,2,0.0435,0.064,0.3203125,NA,0,NA
3,80,0.11,48,1,1,0.0682,0.10598,0.356482355,NA,0.08,0.09
3,80,0.11,48,1,2,0.0692,0.10618,0.348276512,NA,0.1,NA
3,80,0.11,72,1,1,0.0889,0.13952,0.362815367,NA,0.07,0.07
3,80,0.11,72,1,2,0.08814,0.13776,0.360191638,NA,0.08,NA
3,20,Control,0,1,1,0.016,0.03842,0.583550234,0.575162739,-0.01,0
3,20,Control,0,1,2,0.0133,0.0307,0.566775244,NA,0.01,NA
3,20,Control,0.3,1,1,0.0161,0.0385,0.581818182,0.575983718,-0.01,0
3,20,Control,0.3,1,2,0.0144,0.0335,0.570149254,NA,0.01,NA
3,20,Control,2,1,1,0.0194,0.0487,0.60164271,0.595139537,-0.01,0
3,20,Control,2,1,2,0.0181,0.044,0.588636364,NA,0.01,NA
3,20,Control,24,1,1,0.0465,0.07812,0.404761905,0.405601811,0,0
3,20,Control,24,1,2,0.0387,0.0652,0.406441718,NA,0,NA
3,20,Control,48,1,1,0.0762,0.12856,0.407280647,0.407208485,0,0
3,20,Control,48,1,2,0.0648,0.1093,0.407136322,NA,0,NA
3,20,Control,72,1,1,0.0987,0.16686,0.408486156,0.407218707,0,0
3,20,Control,72,1,2,0.08824,0.14854,0.405951259,NA,0,NA
3,20,MeOH,0,1,1,0.0127,0.0284,0.552816901,NA,0.04,0.03
3,20,MeOH,0,1,2,0.0122,0.02776,0.560518732,NA,0.03,NA
3,20,MeOH,0.3,1,1,0.0133,0.0304,0.5625,NA,0.02,0.03
3,20,MeOH,0.3,1,2,0.01238,0.02782,0.554996405,NA,0.04,NA
3,20,MeOH,2,1,1,0.0155,0.0357,0.565826331,NA,0.05,0.04
3,20,MeOH,2,1,2,0.0154,0.0368,0.581521739,NA,0.02,NA
3,20,MeOH,24,1,1,0.03736,0.0688,0.456976744,NA,-0.13,-0.13
3,20,MeOH,24,1,2,0.0356,0.0656,0.457317073,NA,-0.13,NA
3,20,MeOH,48,1,1,0.0586,0.09648,0.392620232,NA,0.04,0.03
3,20,MeOH,48,1,2,0.0568,0.09392,0.395229983,NA,0.03,NA
3,20,MeOH,72,1,1,0.08746,0.14234,0.385555712,NA,0.05,0.05
3,20,MeOH,72,1,2,0.07862,0.12834,0.387408446,NA,0.05,NA
3,20,3,0,1,1,0.0116,0.0268,0.567164179,NA,0.01,0.01
3,20,3,0,1,2,0.0113,0.0265,0.573584906,NA,0,NA
3,20,3,0.3,1,1,0.0241,0.03228,0.253407683,NA,0.56,0.56
3,20,3,0.3,1,2,0.02216,0.0297,0.253872054,NA,0.56,NA
3,20,3,2,1,1,0.0259,0.0344,0.247093023,NA,0.58,0.6
3,20,3,2,1,2,0.0256,0.0334,0.233532934,NA,0.61,NA
3,20,3,24,1,1,0.0454,0.06296,0.278907243,NA,0.31,0.29
3,20,3,24,1,2,0.0437,0.06226,0.298104722,NA,0.27,NA
3,20,3,48,1,1,0.0807,0.1094,0.262340037,NA,0.36,0.35
3,20,3,48,1,2,0.07718,0.1057,0.269820246,NA,0.34,NA
3,20,3,72,1,1,0.125,0.16706,0.251765833,NA,0.38,0.37
3,20,3,72,1,2,0.11322,0.15354,0.262602579,NA,0.36,NA
3,20,1,0,1,1,0.0135,0.03,0.55,NA,0.04,0.03
3,20,1,0,1,2,0.01726,0.0401,0.56957606,NA,0.01,NA
3,20,1,0.3,1,1,0.0195,0.0344,0.433139535,NA,0.25,0.25
3,20,1,0.3,1,2,0.0214,0.03726,0.425657542,NA,0.26,NA
3,20,1,2,1,1,0.0229,0.0411,0.442822384,NA,0.26,0.27
3,20,1,2,1,2,0.0258,0.0449,0.425389755,NA,0.29,NA
3,20,1,24,1,1,0.06208,0.10216,0.392325764,NA,0.03,0.03
3,20,1,24,1,2,0.06762,0.11138,0.392889208,NA,0.03,NA
3,20,1,48,1,1,0.0893,0.13226,0.324814759,NA,0.2,0.2
3,20,1,48,1,2,0.0943,0.14028,0.327773025,NA,0.2,NA
3,20,1,72,1,1,0.1295,0.19872,0.348329308,NA,0.14,0.14
3,20,1,72,1,2,0.1351,0.20942,0.35488492,NA,0.13,NA
3,20,0.33,0,1,1,0.01738,0.0397,0.562216625,NA,0.02,0.01
3,20,0.33,0,1,2,0.0135,0.0315,0.571428571,NA,0.01,NA
3,20,0.33,0.3,1,1,0.0197,0.04158,0.526214526,NA,0.09,0.09
3,20,0.33,0.3,1,2,0.01736,0.03658,0.525423729,NA,0.09,NA
3,20,0.33,2,1,1,0.023,0.0496,0.536290323,NA,0.1,0.11
3,20,0.33,2,1,2,0.0201,0.04266,0.52883263,NA,0.11,NA
3,20,0.33,24,1,1,0.0584,0.0942,0.380042463,NA,0.06,0.06
3,20,0.33,24,1,2,0.0497,0.0809,0.38566131,NA,0.05,NA
3,20,0.33,48,1,1,0.0986,0.18214,0.458658175,NA,-0.13,-0.13
3,20,0.33,48,1,2,0.08218,0.15296,0.462735356,NA,-0.14,NA
3,20,0.33,72,1,1,0.13128,0.20716,0.366286928,NA,0.1,0.09
3,20,0.33,72,1,2,0.12352,0.19756,0.374772221,NA,0.08,NA
3,20,0.11,0,1,1,0.0167,0.03766,0.556558683,NA,0.03,0.05
3,20,0.11,0,1,2,0.0105,0.0227,0.537444934,NA,0.07,NA
3,20,0.11,0.3,1,1,0.0187,0.04196,0.554337464,NA,0.04,0.05
3,20,0.11,0.3,1,2,0.01282,0.02816,0.544744318,NA,0.05,NA
3,20,0.11,2,1,1,0.0209,0.0483,0.567287785,NA,0.05,0.05
3,20,0.11,2,1,2,0.0134,0.0308,0.564935065,NA,0.05,NA
3,20,0.11,24,1,1,0.0639,0.1342,0.523845007,NA,-0.29,-0.28
3,20,0.11,24,1,2,0.0385,0.0799,0.518147685,NA,-0.28,NA
3,20,0.11,48,1,1,0.09628,0.15658,0.385106655,NA,0.05,0.07
3,20,0.11,48,1,2,0.0606,0.09716,0.376286538,NA,0.08,NA
3,20,0.11,72,1,1,0.12294,0.19266,0.361881034,NA,0.11,0.11
3,20,0.11,72,1,2,0.0895,0.14048,0.362898633,NA,0.11,NA
3,5,Control,0,1,1,0.0131,0.0301,0.564784053,0.563904632,0,0
3,5,Control,0,1,2,0.0104,0.0238,0.56302521,NA,0,NA
3,5,Control,0.3,1,1,0.0156,0.0346,0.549132948,0.555054279,0.01,0
3,5,Control,0.3,1,2,0.0108,0.0246,0.56097561,NA,-0.01,NA
3,5,Control,2,1,1,0.0158,0.037,0.572972973,0.571052403,0,0
3,5,Control,2,1,2,0.0134,0.0311,0.569131833,NA,0,NA
3,5,Control,24,1,1,0.0297,0.0695,0.572661871,0.560438078,-0.02,0
3,5,Control,24,1,2,0.0253,0.056,0.548214286,NA,0.02,NA
3,5,Control,48,1,1,0.0512,0.12256,0.582245431,0.578134618,-0.01,0
3,5,Control,48,1,2,0.0408,0.09578,0.574023805,NA,0.01,NA
3,5,Control,72,1,1,0.11138,0.25404,0.561565108,0.561274236,0,0
3,5,Control,72,1,2,0.08286,0.18874,0.560983363,NA,0,NA
3,5,MeOH,0,1,1,0.0101,0.0242,0.582644628,NA,-0.03,-0.03
3,5,MeOH,0,1,2,0.0111,0.0261,0.574712644,NA,-0.02,NA
3,5,MeOH,0.3,1,1,0.0104,0.0252,0.587301587,NA,-0.06,-0.03
3,5,MeOH,0.3,1,2,0.0111,0.0252,0.55952381,NA,-0.01,NA
3,5,MeOH,2,1,1,0.01228,0.03,0.590666667,NA,-0.03,-0.03
3,5,MeOH,2,1,2,0.0127,0.0304,0.582236842,NA,-0.02,NA
3,5,MeOH,24,1,1,0.02262,0.0501,0.548502994,NA,0.02,0.02
3,5,MeOH,24,1,2,0.0246,0.0547,0.550274223,NA,0.02,NA
3,5,MeOH,48,1,1,0.0384,0.0897,0.571906355,NA,0.01,0.01
3,5,MeOH,48,1,2,0.0394,0.09342,0.578248769,NA,0,NA
3,5,MeOH,72,1,1,0.0801,0.18188,0.559599736,NA,0,0
3,5,MeOH,72,1,2,0.07728,0.1746,0.557388316,NA,0.01,NA
3,5,3,0,1,1,0.01238,0.02726,0.545854732,NA,0.03,0.04
3,5,3,0,1,2,0.0146,0.0314,0.535031847,NA,0.05,NA
3,5,3,0.3,1,1,0.0241,0.0313,0.230031949,NA,0.59,0.55
3,5,3,0.3,1,2,0.02254,0.031,0.272903226,NA,0.51,NA
3,5,3,2,1,1,0.0286,0.03708,0.228694714,NA,0.6,0.56
3,5,3,2,1,2,0.0288,0.0394,0.269035533,NA,0.53,NA
3,5,3,24,1,1,0.0343,0.0494,0.305668016,NA,0.45,0.44
3,5,3,24,1,2,0.0402,0.0595,0.324369748,NA,0.42,NA
3,5,3,48,1,1,0.04216,0.06206,0.320657428,NA,0.45,0.42
3,5,3,48,1,2,0.0489,0.0753,0.35059761,NA,0.39,NA
3,5,3,72,1,1,0.0904,0.13216,0.31598063,NA,0.44,0.42
3,5,3,72,1,2,0.0864,0.1305,0.337931034,NA,0.4,NA
3,5,1,0,1,1,0.013,0.027,0.518518519,NA,0.08,0.08
3,5,1,0,1,2,0.0151,0.0317,0.523659306,NA,0.07,NA
3,5,1,0.3,1,1,0.0185,0.0312,0.407051282,NA,0.27,0.25
3,5,1,0.3,1,2,0.0179,0.0311,0.424437299,NA,0.24,NA
3,5,1,2,1,1,0.02208,0.03882,0.43122102,NA,0.24,0.24
3,5,1,2,1,2,0.0214,0.0381,0.43832021,NA,0.23,NA
3,5,1,24,1,1,0.03266,0.064,0.4896875,NA,0.13,0.12
3,5,1,24,1,2,0.0403,0.0798,0.494987469,NA,0.12,NA
3,5,1,48,1,1,0.0607,0.1198,0.493322204,NA,0.15,0.15
3,5,1,48,1,2,0.06812,0.13364,0.490272374,NA,0.15,NA
3,5,1,72,1,1,0.1289,0.23764,0.457582899,NA,0.18,0.18
3,5,1,72,1,2,0.1305,0.24088,0.458236466,NA,0.18,NA
3,5,0.33,0,1,1,0.0153,0.03302,0.536644458,NA,0.05,0.04
3,5,0.33,0,1,2,0.017,0.03744,0.545940171,NA,0.03,NA
3,5,0.33,0.3,1,1,0.0209,0.04312,0.515306122,NA,0.07,0.07
3,5,0.33,0.3,1,2,0.0183,0.03774,0.515103339,NA,0.07,NA
3,5,0.33,2,1,1,0.0229,0.0507,0.548323471,NA,0.04,0.04
3,5,0.33,2,1,2,0.0202,0.0452,0.553097345,NA,0.03,NA
3,5,0.33,24,1,1,0.0383,0.09432,0.593935539,NA,-0.06,-0.06
3,5,0.33,24,1,2,0.03772,0.09266,0.592920354,NA,-0.06,NA
3,5,0.33,48,1,1,0.0592,0.14048,0.578587699,NA,0,-0.01
3,5,0.33,48,1,2,0.06168,0.14884,0.58559527,NA,-0.01,NA
3,5,0.33,72,1,1,0.1342,0.30606,0.561523884,NA,0,0
3,5,0.33,72,1,2,0.12842,0.29424,0.563553562,NA,0,NA
3,5,0.11,0,1,1,0.01262,0.02728,0.537390029,NA,0.05,0.08
3,5,0.11,0,1,2,0.0121,0.0241,0.497925311,NA,0.12,NA
3,5,0.11,0.3,1,1,0.0154,0.03294,0.532483303,NA,0.04,0.08
3,5,0.11,0.3,1,2,0.0131,0.0258,0.492248062,NA,0.11,NA
3,5,0.11,2,1,1,0.01754,0.0397,0.558186398,NA,0.02,0.04
3,5,0.11,2,1,2,0.0137,0.0294,0.534013605,NA,0.06,NA
3,5,0.11,24,1,1,0.0266,0.063,0.577777778,NA,-0.03,-0.04
3,5,0.11,24,1,2,0.0238,0.05802,0.589796622,NA,-0.05,NA
3,5,0.11,48,1,1,0.05804,0.14246,0.592587393,NA,-0.02,-0.02
3,5,0.11,48,1,2,0.0497,0.12126,0.590136896,NA,-0.02,NA
3,5,0.11,72,1,1,0.12226,0.28854,0.576280585,NA,-0.03,-0.03
3,5,0.11,72,1,2,0.0996,0.23902,0.583298469,NA,-0.04,NA
4,80,Control,0,1,1,0.015,0.03274,0.541844838,0.533197124,-0.02,0
4,80,Control,0,1,2,0.0153,0.03218,0.52454941,NA,0.02,NA
4,80,Control,0.3,1,1,0.0152,0.0338,0.550295858,0.543862618,-0.01,0
4,80,Control,0.3,1,2,0.0131,0.02832,0.537429379,NA,0.01,NA
4,80,Control,2,1,1,0.0181,0.0415,0.563855422,0.557053339,-0.01,0
4,80,Control,2,1,2,0.0179,0.0398,0.550251256,NA,0.01,NA
4,80,Control,24,1,1,0.0346,0.0699,0.505007153,0.500870606,-0.01,0
4,80,Control,24,1,2,0.03236,0.0643,0.496734059,NA,0.01,NA
4,80,Control,48,1,1,0.0561,0.0896,0.373883929,0.370049239,-0.01,0
4,80,Control,48,1,2,0.0514,0.0811,0.36621455,NA,0.01,NA
4,80,Control,72,1,1,0.05736,0.09316,0.384285101,0.383747073,0,0
4,80,Control,72,1,2,0.05128,0.08314,0.383209045,NA,0,NA
4,80,MeOH,0,1,1,0.0139,0.0305,0.544262295,NA,-0.02,0.01
4,80,MeOH,0,1,2,0.014,0.0287,0.512195122,NA,0.04,NA
4,80,MeOH,0.3,1,1,0.012,0.02782,0.568655643,NA,-0.05,-0.04
4,80,MeOH,0.3,1,2,0.0117,0.0265,0.558490566,NA,-0.03,NA
4,80,MeOH,2,1,1,0.0158,0.0352,0.551136364,NA,0.01,0.02
4,80,MeOH,2,1,2,0.0159,0.0343,0.536443149,NA,0.04,NA
4,80,MeOH,24,1,1,0.029,0.0587,0.505962521,NA,-0.01,0.01
4,80,MeOH,24,1,2,0.0273,0.05312,0.486069277,NA,0.03,NA
4,80,MeOH,48,1,1,0.0586,0.0907,0.353914002,NA,0.04,0.05
4,80,MeOH,48,1,2,0.05274,0.0807,0.346468401,NA,0.06,NA
4,80,MeOH,72,1,1,0.05812,0.0939,0.381043663,NA,0.01,0.01
4,80,MeOH,72,1,2,0.0516,0.08286,0.377262853,NA,0.02,NA
4,80,3,0,1,1,0.0153,0.0337,0.545994065,NA,-0.02,-0.05
4,80,3,0,1,2,0.0136,0.03226,0.578425294,NA,-0.08,NA
4,80,3,0.3,1,1,0.0236,0.03246,0.272951325,NA,0.5,0.48
4,80,3,0.3,1,2,0.0162,0.0229,0.292576419,NA,0.46,NA
4,80,3,2,1,1,0.02782,0.0361,0.229362881,NA,0.59,0.58
4,80,3,2,1,2,0.0216,0.0285,0.242105263,NA,0.57,NA
4,80,3,24,1,1,0.0493,0.06784,0.273290094,NA,0.45,0.45
4,80,3,24,1,2,0.0367,0.0506,0.274703557,NA,0.45,NA
4,80,3,48,1,1,0.0682,0.091,0.250549451,NA,0.32,0.32
4,80,3,48,1,2,0.0558,0.0744,0.25,NA,0.32,NA
